codigo_embalse,region,volumen_util,capacidad_util,volumen_total,VertimientosEnergia,fecha,vertimientos,duracion,etiqueta
ELQUIMBO,Centro,462885000,1111918486,672731700,0.0,2020-03-18,0.0,P1D,0
PORCE2,Antioquia,78991900,130139064,137892900,0.0,2020-03-18,0.0,P1D,0
BETANIA,Centro,98181100,124131916,171097400,0.0,2020-03-18,0.0,P1D,0
MIEL1,Caldas,78348900,241939227,104538700,0.0,2020-03-18,0.0,P1D,0
BETANIA,Centro,102815800,124131916,175732100,0.0,2020-03-17,0.0,P1D,0
CHUZA,Oriente,538197200,980599311,584221900,0.0,2020-03-17,0.0,P1D,0
PENOL,Antioquia,1740833400,4076898100,2044759500,0.0,2020-03-17,0.0,P1D,0
ESMERALD,Oriente,48889500,1112969156,88431100,0.0,2020-03-17,0.0,P1D,0
PRADO,Centro,35342100,56777538,79304100,0.0,2020-03-17,0.0,P1D,0
MIEL1,Caldas,81523600,241939227,107713400,0.0,2020-03-16,0.0,P1D,0
PLAYAS,Antioquia,67204500,96274944,106235400,0.0,2020-03-16,0.0,P1D,0
AGREGADO_SIN,Colombia,6554337200,16909827978,8104932200,0.0,2020-03-16,0.0,P1D,0
URRA1,Caribe,80343600,161547255,126829000,0.0,2020-03-16,0.0,P1D,0
PORCE2,Antioquia,70328100,130139064,129229200,0.0,2020-03-16,0.0,P1D,0
ESMERALD,Oriente,52761600,1112969156,92303200,0.0,2020-03-16,0.0,P1D,0
PORCE3,Antioquia,76521000,116906171,103114500,0.0,2020-03-16,0.0,P1D,0
SANLOREN,Antioquia,156446200,421758602,201264300,0.0,2020-03-15,0.0,P1D,0
CALIMA1,Valle,123179200,216109474,176878400,0.0,2020-03-15,0.0,P1D,0
PORCE3,Antioquia,88627900,116906171,115221400,0.0,2020-03-15,0.0,P1D,0
AGREGADO_SIN,Colombia,6615865200,16909827978,8166460400,0.0,2020-03-14,0.0,P1D,0
BETANIA,Centro,98181100,124131916,171097400,0.0,2020-03-14,0.0,P1D,0
SANLOREN,Antioquia,152850400,421758602,197668400,0.0,2020-03-14,0.0,P1D,0
ELQUIMBO,Centro,457124800,1111918486,666971600,0.0,2020-03-14,0.0,P1D,0
PORCE2,Antioquia,86413100,130139064,145314100,0.0,2020-03-14,0.0,P1D,0
PENOL,Antioquia,1817761900,4076898100,2121688000,0.0,2020-03-13,0.0,P1D,0
CALIMA1,Valle,123001100,216109474,176700300,0.0,2020-03-13,0.0,P1D,0
SALVAJIN,Valle,45885500,168392744,67947000,0.0,2020-03-13,0.0,P1D,0
PRADO,Centro,32839600,56777538,76801600,0.0,2020-03-12,0.0,P1D,0
MIRAFLOR,Antioquia,88979100,312619802,107235300,0.0,2020-03-11,0.0,P1D,0
PUNCHINA,Antioquia,32421300,65049912,53038200,0.0,2020-03-11,0.0,P1D,0
MUNA,Centro,31169200,57599216,31397000,0.0,2020-03-10,0.0,P1D,0
URRA1,Caribe,89149800,161547255,135635200,0.0,2020-03-10,0.0,P1D,0
MIRAFLOR,Antioquia,93773000,312619802,112029100,0.0,2020-03-09,0.0,P1D,0
CHUZA,Oriente,520261300,980599311,566286000,0.0,2020-03-09,0.0,P1D,0
PUNCHINA,Antioquia,30762400,65049912,51379400,0.0,2020-03-09,0.0,P1D,0
ELQUIMBO,Centro,463636400,1111918486,673483100,0.0,2020-03-09,0.0,P1D,0
PORCE2,Antioquia,67124300,128771236,125406300,0.0,2020-03-09,0.0,P1D,0
MIEL1,Caldas,91862500,241939227,118052400,0.0,2020-03-08,0.0,P1D,0
SALVAJIN,Valle,53054800,168392744,75116300,0.0,2020-03-08,0.0,P1D,0
MIEL1,Caldas,89944100,241939227,116134000,0.0,2020-03-07,0.0,P1D,0
BETANIA,Centro,94225500,124131916,167141800,0.0,2020-03-06,0.0,P1D,0
SOGAMOSO,Centro,269529500,947343747,469422000,0.0,2020-03-05,0.0,P1D,0
PUNCHINA,Antioquia,51334900,65049912,71951800,0.0,2020-03-05,0.0,P1D,0
AGREGADO_SIN,Colombia,7050169100,16903898625,8603215100,0.0,2020-03-05,0.0,P1D,0
MIEL1,Caldas,82185700,241939227,108375500,0.0,2020-03-04,0.0,P1D,0
CALIMA1,Valle,129998500,216109474,183697600,0.0,2020-03-03,0.0,P1D,0
PRADO,Centro,30333100,56777538,74295100,0.0,2020-03-03,0.0,P1D,0
SANLOREN,Antioquia,157506600,421807160,202329800,0.0,2020-03-03,0.0,P1D,0
PENOL,Antioquia,1987555300,4067293116,2290765500,0.0,2020-03-03,0.0,P1D,0
SALVAJIN,Valle,60733000,168392744,82794600,0.0,2020-03-03,0.0,P1D,0
PLAYAS,Antioquia,51290500,96289692,90327400,0.0,2020-03-02,0.0,P1D,0
SOGAMOSO,Centro,278462300,947343747,478354800,0.0,2020-03-02,0.0,P1D,0
ELQUIMBO,Centro,485626400,1111918486,695473200,0.0,2020-03-01,0.0,P1D,0
GUAVIO,Oriente,1102448000,2078393328,1150605000,0.0,2020-03-01,0.0,P1D,0
SALVAJIN,Valle,61213600,168392744,83275200,0.0,2020-03-01,0.0,P1D,0
CALIMA1,Valle,133871200,216109474,187570400,0.0,2020-02-29,0.0,P1D,0
SALVAJIN,Valle,58928300,168392744,80989900,0.0,2020-02-28,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1511628500,3763498141,1511628500,0.0,2020-02-28,0.0,P1D,0
SANLOREN,Antioquia,175019000,421807160,219842200,0.0,2020-02-28,0.0,P1D,0
MUNA,Centro,41741200,57599216,41969000,0.0,2020-02-28,0.0,P1D,0
PORCE2,Antioquia,59788300,128771236,118070300,0.0,2020-02-26,0.0,P1D,0
SALVAJIN,Valle,55563900,168392744,77625500,0.0,2020-02-26,0.0,P1D,0
MIEL1,Caldas,87137300,241939227,113327100,0.0,2020-02-25,0.0,P1D,0
AGREGADO_SIN,Colombia,7549110700,16903898625,9102155900,0.0,2020-02-25,0.0,P1D,0
CALIMA1,Valle,133326700,216109474,187025800,0.0,2020-02-25,0.0,P1D,0
ALTOANCH,Valle,13837900,36893402,21639200,0.0,2020-02-25,0.0,P1D,0
MIRAFLOR,Antioquia,136538900,312619802,154795000,0.0,2020-02-23,0.0,P1D,0
SOGAMOSO,Centro,327422400,947343747,527314900,0.0,2020-02-22,0.0,P1D,0
MIRAFLOR,Antioquia,138811200,312619802,157067300,0.0,2020-02-22,0.0,P1D,0
TRONERAS,Antioquia,30297400,70888110,58264200,0.0,2020-02-22,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1518290700,3763498141,1518290700,0.0,2020-02-22,0.0,P1D,0
SANLOREN,Antioquia,197586900,421807160,242410100,0.0,2020-02-22,0.0,P1D,0
AGREGADO_SIN,Colombia,7559418200,16903898625,9112464100,0.0,2020-02-22,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1521758500,3763498141,1521758500,0.0,2020-02-21,0.0,P1D,0
PENOL,Antioquia,2163407900,4067293116,2466618000,0.0,2020-02-21,0.0,P1D,0
ALTOANCH,Valle,13257500,36893402,21058700,0.0,2020-02-21,0.0,P1D,0
SANLOREN,Antioquia,196466300,421807160,241289500,0.0,2020-02-20,0.0,P1D,0
SALVAJIN,Valle,49963700,168392744,72025300,0.0,2020-02-20,0.0,P1D,0
PENOL,Antioquia,2179622200,4067293116,2482832300,0.0,2020-02-20,0.0,P1D,0
AGREGADO_SIN,Colombia,7621493100,16903898625,9174538700,0.0,2020-02-20,0.0,P1D,0
ELQUIMBO,Centro,446475100,1111918486,656321900,0.0,2020-02-19,0.0,P1D,0
CALIMA1,Valle,141377500,216109474,195076600,0.0,2020-02-18,0.0,P1D,0
PORCE2,Antioquia,52926000,130139064,111827000,0.0,2020-04-19,0.0,P1D,0
GUAVIO,Oriente,561357400,2091463542,609817300,0.0,2020-04-19,0.0,P1D,0
BETANIA,Centro,91722200,124661102,164949300,0.0,2020-04-19,0.0,P1D,0
MIEL1,Caldas,54576400,246129021,81219800,0.0,2020-04-18,0.0,P1D,0
PENOL,Antioquia,1525066300,4078464130,1829109200,0.0,2020-04-18,0.0,P1D,0
CHUZA,Oriente,560539700,980599311,606564400,0.0,2020-04-18,0.0,P1D,0
PUNCHINA,Antioquia,18621500,65115792,39259200,0.0,2020-04-17,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1364331300,3763498141,1364331300,0.0,2020-04-17,0.0,P1D,0
TRONERAS,Antioquia,13486300,70997610,41496300,0.0,2020-04-16,0.0,P1D,0
SALVAJIN,Valle,39375100,171823496,61886200,0.0,2020-04-16,0.0,P1D,0
AGREGADO_SIN,Colombia,5692473200,16990394897,7256442100,0.0,2020-04-16,0.0,P1D,0
PLAYAS,Antioquia,73253200,96348684,112314000,0.0,2020-04-16,0.0,P1D,0
ALTOANCH,Valle,1126100,36893402,8927300,0.0,2020-04-15,0.0,P1D,0
CHUZA,Oriente,574369900,980599311,620394600,0.0,2020-04-15,0.0,P1D,0
SANLOREN,Antioquia,159642100,422907808,204582200,0.0,2020-04-15,0.0,P1D,0
PORCE3,Antioquia,62370200,117290290,88695800,0.0,2020-04-14,0.0,P1D,0
CHUZA,Oriente,575613900,980599311,621638600,0.0,2020-04-14,0.0,P1D,0
CALIMA1,Valle,102986700,217043726,156917900,0.0,2020-04-13,0.0,P1D,0
ALTOANCH,Valle,5978600,36893402,13779900,0.0,2020-04-13,0.0,P1D,0
RIOGRAN2,Antioquia,81599900,560587932,275208400,0.0,2020-04-13,0.0,P1D,0
SALVAJIN,Valle,38043300,171823496,60554400,0.0,2020-04-13,0.0,P1D,0
ESMERALD,Oriente,54462800,1112969156,94004400,0.0,2020-04-12,0.0,P1D,0
CALIMA1,Valle,103804400,217043726,157735700,0.0,2020-04-12,0.0,P1D,0
PORCE3,Antioquia,35680200,117290290,62005700,0.0,2020-04-11,0.0,P1D,0
MUNA,Centro,30622400,57599216,30850200,0.0,2020-04-11,0.0,P1D,0
CHUZA,Oriente,584372300,980599311,630397000,0.0,2020-04-11,0.0,P1D,0
CALIMA1,Valle,105204800,217043726,159136100,0.0,2020-04-11,0.0,P1D,0
PORCE3,Antioquia,53242500,117290290,79568000,0.0,2020-04-10,0.0,P1D,0
PUNCHINA,Antioquia,23024800,65115792,43662600,0.0,2020-04-09,0.0,P1D,0
MIRAFLOR,Antioquia,59164700,313102702,77449000,0.0,2020-04-09,0.0,P1D,0
URRA1,Caribe,56762900,158452480,102357800,0.0,2020-04-08,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1390319300,3763498141,1390319300,0.0,2020-04-08,0.0,P1D,0
PORCE2,Antioquia,72275400,130139064,131176400,0.0,2020-04-08,0.0,P1D,0
SALVAJIN,Valle,46450100,171823496,68961100,0.0,2020-04-07,0.0,P1D,0
TRONERAS,Antioquia,15677800,70997610,43687800,0.0,2020-04-07,0.0,P1D,0
RIOGRAN2,Antioquia,75605400,560587932,269213900,0.0,2020-04-07,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1396065600,3763498141,1396065600,0.0,2020-04-06,0.0,P1D,0
MIEL1,Caldas,56067400,246129021,82710800,0.0,2020-04-06,0.0,P1D,0
ELQUIMBO,Centro,465176400,1113806694,675379500,0.0,2020-04-06,0.0,P1D,0
MIEL1,Caldas,62515300,246129021,89158700,0.0,2020-04-05,0.0,P1D,0
AGREGADO_SIN,Colombia,5827244600,16990010778,7391481300,0.0,2020-04-05,0.0,P1D,0
AGREGADO_SIN,Colombia,5846609200,16990010778,7410845800,0.0,2020-04-04,0.0,P1D,0
SOGAMOSO,Centro,204200400,1003296840,415899100,0.0,2020-04-03,0.0,P1D,0
PLAYAS,Antioquia,45009100,96348684,84069900,0.0,2020-04-03,0.0,P1D,0
PRADO,Centro,29522400,56777538,73484400,0.0,2020-04-02,0.0,P1D,0
ESMERALD,Oriente,69042200,1112969156,108583800,0.0,2020-04-02,0.0,P1D,0
MIEL1,Caldas,63420400,241939227,89610300,0.0,2020-04-02,0.0,P1D,0
AGREGADO_SIN,Colombia,5901694400,16922220811,7452369400,0.0,2020-04-01,0.0,P1D,0
RIOGRAN2,Antioquia,84904100,560587932,278512600,0.0,2020-04-01,0.0,P1D,0
GUAVIO,Oriente,713651700,2091463542,762111500,0.0,2020-04-01,0.0,P1D,0
AGREGADO_SIN,Colombia,5858469200,16922220811,7409144100,0.0,2020-03-31,0.0,P1D,0
MUNA,Centro,43791800,57599216,44019700,0.0,2020-03-31,0.0,P1D,0
TRONERAS,Antioquia,36024000,70997610,64034000,0.0,2020-03-31,0.0,P1D,0
PORCE2,Antioquia,84172800,130139064,143073800,0.0,2020-03-30,0.0,P1D,0
RIOGRAN2,Antioquia,91274300,560587932,284882700,0.0,2020-03-30,0.0,P1D,0
MUNA,Centro,49852500,57599216,50080300,0.0,2020-03-30,0.0,P1D,0
GUAVIO,Oriente,746412200,2078393328,794569300,0.0,2020-03-29,0.0,P1D,0
CALIMA1,Valle,108726500,216109474,162425600,0.0,2020-03-29,0.0,P1D,0
ESMERALD,Oriente,49168300,1112969156,88709900,0.0,2020-03-28,0.0,P1D,0
GUAVIO,Oriente,761637000,2078393328,809794100,0.0,2020-03-28,0.0,P1D,0
MIEL1,Caldas,58881900,241939227,85071700,0.0,2020-03-28,0.0,P1D,0
CHUZA,Oriente,549111000,980599311,595135700,0.0,2020-03-28,0.0,P1D,0
MIEL1,Caldas,58033000,241939227,84222900,0.0,2020-03-27,0.0,P1D,0
PENOL,Antioquia,1565787900,4076898100,1869714000,0.0,2020-03-26,0.0,P1D,0
SALVAJIN,Valle,42808500,168392744,64870100,0.0,2020-03-26,0.0,P1D,0
BETANIA,Centro,99831300,124131916,172747600,0.0,2020-03-26,0.0,P1D,0
URRA1,Caribe,68602500,161547255,115088000,0.0,2020-03-26,0.0,P1D,0
PENOL,Antioquia,1588964000,4076898100,1892890200,0.0,2020-03-25,0.0,P1D,0
ESMERALD,Oriente,50623200,1112969156,90164800,0.0,2020-03-25,0.0,P1D,0
PORCE2,Antioquia,63897400,130139064,122798400,0.0,2020-03-25,0.0,P1D,0
MUNA,Centro,52951200,57599216,53179000,0.0,2020-03-25,0.0,P1D,0
GUAVIO,Oriente,816467000,2078393328,864624000,0.0,2020-03-24,0.0,P1D,0
ALTOANCH,Valle,8300400,36893402,16101700,0.0,2020-03-23,0.0,P1D,0
TRONERAS,Antioquia,44511300,70997610,72521300,0.0,2020-03-21,0.0,P1D,0
PUNCHINA,Antioquia,19402400,65049912,40019300,0.0,2020-03-21,0.0,P1D,0
MIRAFLOR,Antioquia,64504100,313102702,82788400,0.0,2020-03-20,0.0,P1D,0
RIOGRAN2,Antioquia,59076200,560587932,252684700,0.0,2020-05-20,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1320648900,3763498141,1320648900,0.0,2020-05-20,0.0,P1D,0
CHUZA,Oriente,512783400,980599311,558808100,0.0,2020-05-19,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1321646800,3763498141,1321646800,0.0,2020-05-19,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1322489800,3763498141,1322489800,0.0,2020-05-17,0.0,P1D,0
MIEL1,Caldas,70851400,246129021,97494800,0.0,2020-05-17,0.0,P1D,0
SALVAJIN,Valle,61934300,171823496,84445300,0.0,2020-05-17,0.0,P1D,0
PUNCHINA,Antioquia,13180300,65115792,33818100,0.0,2020-05-16,0.0,P1D,0
ESMERALD,Oriente,69521400,1112969156,109063000,0.0,2020-05-16,0.0,P1D,0
MUNA,Centro,26065500,57599216,26293300,0.0,2020-05-15,0.0,P1D,0
MIRAFLOR,Antioquia,27763600,313102702,46047900,0.0,2020-05-15,0.0,P1D,0
CHUZA,Oriente,508281200,980599311,554305900,0.0,2020-05-15,0.0,P1D,0
MIRAFLOR,Antioquia,30311800,313102702,48596100,0.0,2020-05-14,0.0,P1D,0
CALIMA1,Valle,91844700,217043726,145775900,0.0,2020-05-14,0.0,P1D,0
RIOGRAN2,Antioquia,61540300,560587932,255148700,0.0,2020-05-13,0.0,P1D,0
CHUZA,Oriente,517695700,980599311,563720400,0.0,2020-05-13,0.0,P1D,0
PORCE3,Antioquia,24392400,117290290,50718000,0.0,2020-05-13,0.0,P1D,0
RIOGRAN2,Antioquia,59346900,560587932,252955300,0.0,2020-05-12,0.0,P1D,0
CALIMA1,Valle,91062700,217043726,144994000,0.0,2020-05-12,0.0,P1D,0
TRONERAS,Antioquia,17383100,70997610,45393100,0.0,2020-05-12,0.0,P1D,0
PENOL,Antioquia,1445459700,4078464130,1749502600,0.0,2020-05-12,0.0,P1D,0
PLAYAS,Antioquia,39429300,96348684,78490100,0.0,2020-05-11,0.0,P1D,0
RIOGRAN2,Antioquia,57395800,560587932,251004300,0.0,2020-05-11,0.0,P1D,0
TRONERAS,Antioquia,11956100,70997610,39966100,0.0,2020-05-11,0.0,P1D,0
PRADO,Centro,23944000,57204758,68236800,0.0,2020-05-11,0.0,P1D,0
GUAVIO,Oriente,573695400,2091463542,622155300,0.0,2020-05-09,0.0,P1D,0
MUNA,Centro,38642500,57599216,38870400,0.0,2020-05-08,0.0,P1D,0
ELQUIMBO,Centro,420195800,1113806694,630398900,0.0,2020-05-07,0.0,P1D,0
PUNCHINA,Antioquia,52647100,65115792,73284900,0.0,2020-05-07,0.0,P1D,0
MIEL1,Caldas,64818100,246129021,91461500,0.0,2020-05-07,0.0,P1D,0
PORCE2,Antioquia,58839500,130139064,117740500,0.0,2020-05-06,0.0,P1D,0
GUAVIO,Oriente,507627400,2091463542,556087300,0.0,2020-05-06,0.0,P1D,0
RIOGRAN2,Antioquia,83542900,560587932,277151300,0.0,2020-05-06,0.0,P1D,0
TRONERAS,Antioquia,36649700,70997610,64659700,0.0,2020-05-04,0.0,P1D,0
ESMERALD,Oriente,63300900,1112969156,102842500,0.0,2020-05-04,0.0,P1D,0
GUAVIO,Oriente,448802500,2091463542,497262300,0.0,2020-05-03,0.0,P1D,0
PRADO,Centro,24073900,57204758,68366700,0.0,2020-05-03,0.0,P1D,0
PENOL,Antioquia,1482766800,4078464130,1786809700,0.0,2020-05-03,0.0,P1D,0
PLAYAS,Antioquia,76365500,96348684,115426400,0.0,2020-05-03,0.0,P1D,0
MUNA,Centro,39189300,57599216,39417200,0.0,2020-05-02,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1330705900,3763498141,1330705900,0.0,2020-05-02,0.0,P1D,0
CALIMA1,Valle,87490100,217043726,141421400,0.0,2020-05-02,0.0,P1D,0
ELQUIMBO,Centro,404142200,1113806694,614345400,0.0,2020-05-02,0.0,P1D,0
MUNA,Centro,31397000,57599216,31624900,0.0,2020-05-01,0.0,P1D,0
SANLOREN,Antioquia,169701400,422907808,214641500,0.0,2020-05-01,0.0,P1D,0
PORCE3,Antioquia,40562100,117290290,66887600,0.0,2020-05-01,0.0,P1D,0
GUAVIO,Oriente,442175100,2091463542,490635000,0.0,2020-05-01,0.0,P1D,0
PORCE3,Antioquia,32099800,117290290,58425400,0.0,2020-04-30,0.0,P1D,0
PORCE3,Antioquia,43726100,117290290,70051700,0.0,2020-04-29,0.0,P1D,0
MIEL1,Caldas,58715600,246129021,85359000,0.0,2020-04-29,0.0,P1D,0
RIOGRAN2,Antioquia,83821600,560587932,277430000,0.0,2020-04-28,0.0,P1D,0
TRONERAS,Antioquia,12779600,70997610,40789600,0.0,2020-04-28,0.0,P1D,0
ESMERALD,Oriente,44687200,1112969156,84228800,0.0,2020-04-28,0.0,P1D,0
GUAVIO,Oriente,460719000,2091463542,509178900,0.0,2020-04-28,0.0,P1D,0
SANLOREN,Antioquia,172941200,422907808,217881400,0.0,2020-04-27,0.0,P1D,0
MIRAFLOR,Antioquia,68255000,313102702,86539300,0.0,2020-04-27,0.0,P1D,0
ESMERALD,Oriente,51465200,1112969156,91006800,0.0,2020-04-26,0.0,P1D,0
GUAVIO,Oriente,496693200,2091463542,545153000,0.0,2020-04-26,0.0,P1D,0
ALTOANCH,Valle,4306900,36893402,12108200,0.0,2020-04-26,0.0,P1D,0
TRONERAS,Antioquia,21642900,70997610,49652900,0.0,2020-04-26,0.0,P1D,0
SOGAMOSO,Centro,272730600,1003296840,484429400,0.0,2020-04-26,0.0,P1D,0
RIOGRAN2,Antioquia,75456000,560587932,269064400,0.0,2020-04-25,0.0,P1D,0
PORCE3,Antioquia,34147300,117290290,60472800,0.0,2020-04-25,0.0,P1D,0
SANLOREN,Antioquia,175475600,422907808,220415800,0.0,2020-04-24,0.0,P1D,0
AGREGADO_SIN,Colombia,5598609500,16990394897,7162578500,0.0,2020-04-24,0.0,P1D,0
PENOL,Antioquia,1481266700,4078464130,1785309600,0.0,2020-04-24,0.0,P1D,0
MIEL1,Caldas,56838900,246129021,83482300,0.0,2020-04-24,0.0,P1D,0
RIOGRAN2,Antioquia,83296500,560587932,276904900,0.0,2020-04-23,0.0,P1D,0
CALIMA1,Valle,98519600,217043726,152450900,0.0,2020-04-23,0.0,P1D,0
RIOGRAN2,Antioquia,92833500,560587932,286441900,0.0,2020-04-22,0.0,P1D,0
ESMERALD,Oriente,54861800,1112969156,94403400,0.0,2020-04-22,0.0,P1D,0
PORCE2,Antioquia,53254200,130139064,112155200,0.0,2020-04-22,0.0,P1D,0
MUNA,Centro,32445100,57599216,32673000,0.0,2020-04-22,0.0,P1D,0
PORCE3,Antioquia,45847700,117290290,72173300,0.0,2020-04-22,0.0,P1D,0
BETANIA,Centro,89566600,124661102,162793700,0.0,2020-04-20,0.0,P1D,0
MIRAFLOR,Antioquia,64831500,313102702,83115800,0.0,2020-04-20,0.0,P1D,0
PUNCHINA,Antioquia,41186600,65115792,61824400,0.0,2020-04-20,0.0,P1D,0
TRONERAS,Antioquia,27740900,70997610,55751000,0.0,2020-06-20,0.0,P1D,0
MIEL1,Caldas,85733700,228301020,110447200,0.0,2020-06-20,0.0,P1D,0
PENOL,Antioquia,1705324000,4078464130,2009366900,0.0,2020-06-19,0.0,P1D,0
PUNCHINA,Antioquia,26568200,65115792,47206000,0.0,2020-06-19,0.0,P1D,0
PRADO,Centro,33596800,57204758,77889600,0.0,2020-06-19,0.0,P1D,0
MIRAFLOR,Antioquia,35874900,313102702,54159200,0.0,2020-06-19,0.0,P1D,0
MIRAFLOR,Antioquia,35109800,313102702,53394100,0.0,2020-06-18,0.0,P1D,0
PENOL,Antioquia,1681404500,4078464130,1985447400,0.0,2020-06-18,0.0,P1D,0
PRADO,Centro,33041200,57204758,77333900,0.0,2020-06-18,0.0,P1D,0
MUNA,Centro,39736200,57599216,39964000,0.0,2020-06-18,0.0,P1D,0
AGREGADO_SIN,Colombia,7030196700,16969329909,8594120000,0.0,2020-06-18,0.0,P1D,0
MUNA,Centro,37822300,57599216,38050100,0.0,2020-06-17,0.0,P1D,0
SANLOREN,Antioquia,262168400,422907808,307108500,0.0,2020-06-17,0.0,P1D,0
PUNCHINA,Antioquia,24477700,65115792,45115500,0.0,2020-06-16,0.0,P1D,0
SANLOREN,Antioquia,263448600,422907808,308388800,0.0,2020-06-15,0.0,P1D,0
ELQUIMBO,Centro,545491900,1113806694,755695000,0.0,2020-06-15,0.0,P1D,0
PRADO,Centro,32117300,57204758,76410000,0.0,2020-06-14,0.0,P1D,0
PUNCHINA,Antioquia,40801200,65115792,61438900,0.0,2020-06-14,0.0,P1D,0
CALIMA1,Valle,107193000,217043726,161124300,0.0,2020-06-14,0.0,P1D,0
MIEL1,Caldas,77867900,228301020,102581400,0.0,2020-06-13,0.0,P1D,0
URRA1,Caribe,89036800,158452480,134631700,0.0,2020-06-13,0.0,P1D,0
SOGAMOSO,Centro,417766400,1003296840,629465200,0.0,2020-06-13,0.0,P1D,0
MIRAFLOR,Antioquia,24988600,313102702,43272900,0.0,2020-06-13,0.0,P1D,0
CHUZA,Oriente,528194800,980599311,574219500,0.0,2020-06-12,0.0,P1D,0
SALVAJIN,Valle,95676800,171823496,118187900,0.0,2020-06-12,0.0,P1D,0
MIEL1,Caldas,73323500,228301020,98037100,0.0,2020-06-11,0.0,P1D,0
CHUZA,Oriente,529789800,980599311,575814400,0.0,2020-06-11,0.0,P1D,0
SALVAJIN,Valle,94025200,171823496,116536300,0.0,2020-06-11,0.0,P1D,0
PORCE2,Antioquia,74338400,130139064,133239400,0.0,2020-06-11,0.0,P1D,0
URRA1,Caribe,89021400,158452480,134616300,0.0,2020-06-10,0.0,P1D,0
CALIMA1,Valle,104877700,217043726,158809000,0.0,2020-06-10,0.0,P1D,0
PORCE2,Antioquia,64567000,130139064,123468000,0.0,2020-06-09,0.0,P1D,0
RIOGRAN2,Antioquia,104749700,560587932,298358200,0.0,2020-06-09,0.0,P1D,0
MUNA,Centro,25792100,57599216,26019900,0.0,2020-06-08,0.0,P1D,0
ELQUIMBO,Centro,554351800,1113806694,764554900,0.0,2020-06-08,0.0,P1D,0
URRA1,Caribe,88762900,158452480,134357800,0.0,2020-06-07,0.0,P1D,0
PLAYAS,Antioquia,45465800,96348684,84526600,0.0,2020-06-06,0.0,P1D,0
CALIMA1,Valle,103068400,217043726,156999700,0.0,2020-06-06,0.0,P1D,0
PORCE2,Antioquia,62616800,130139064,121517800,0.0,2020-06-06,0.0,P1D,0
PLAYAS,Antioquia,64078900,96348684,103139700,0.0,2020-06-05,0.0,P1D,0
SALVAJIN,Valle,86964700,171823496,109475800,0.0,2020-06-05,0.0,P1D,0
AGREGADO_SIN,Colombia,6146467100,16990394897,7710436000,0.0,2020-06-03,0.0,P1D,0
GUAVIO,Oriente,649091400,2091463542,697551300,0.0,2020-06-03,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1311968000,3763498141,1311968000,0.0,2020-06-03,0.0,P1D,0
BETANIA,Centro,111173400,124661102,184400600,0.0,2020-06-02,0.0,P1D,0
ALTOANCH,Valle,11609000,36893402,19410200,0.0,2020-06-01,0.0,P1D,0
PLAYAS,Antioquia,41557700,96348684,80618500,0.0,2020-06-01,0.0,P1D,0
MIRAFLOR,Antioquia,12260900,313102702,30545200,0.0,2020-06-01,0.0,P1D,0
ELQUIMBO,Centro,564741600,1113806694,774944700,0.0,2020-06-01,0.0,P1D,0
PORCE2,Antioquia,72329600,130139064,131230600,0.0,2020-06-01,0.0,P1D,0
CALIMA1,Valle,98437900,217043726,152369100,0.0,2020-05-31,0.0,P1D,0
ALTOANCH,Valle,11934100,36893402,19735300,0.0,2020-05-31,0.0,P1D,0
ELQUIMBO,Centro,564741600,1113806694,774944700,0.0,2020-05-31,0.0,P1D,0
RIOGRAN2,Antioquia,67708400,560587932,261316900,0.0,2020-05-31,0.0,P1D,0
PRADO,Centro,25512000,57204758,69804700,0.0,2020-05-30,0.0,P1D,0
PENOL,Antioquia,1511417000,4078464130,1815459900,0.0,2020-05-30,0.0,P1D,0
CHUZA,Oriente,505743000,980599311,551767700,0.0,2020-05-29,0.0,P1D,0
PLAYAS,Antioquia,52690000,96348684,91750800,0.0,2020-05-28,0.0,P1D,0
MUNA,Centro,34814700,57599216,35042600,0.0,2020-05-28,0.0,P1D,0
AGREGADO_SIN,Colombia,5720269500,16990394897,7284238200,0.0,2020-05-28,0.0,P1D,0
SANLOREN,Antioquia,178741600,422907808,223681800,0.0,2020-05-28,0.0,P1D,0
CALIMA1,Valle,95718800,217043726,149650100,0.0,2020-05-27,0.0,P1D,0
SANLOREN,Antioquia,164214500,422907808,209154600,0.0,2020-05-27,0.0,P1D,0
PORCE2,Antioquia,56706200,130139064,115607200,0.0,2020-05-27,0.0,P1D,0
MIEL1,Caldas,77120800,246129021,103764200,0.0,2020-05-27,0.0,P1D,0
CHUZA,Oriente,511215800,980599311,557240500,0.0,2020-05-27,0.0,P1D,0
CHUZA,Oriente,509256400,980599311,555281000,0.0,2020-05-26,0.0,P1D,0
SOGAMOSO,Centro,224653500,1003296840,436352300,0.0,2020-05-26,0.0,P1D,0
